IPM,PERSONAS,P5010,REGION,DEPARTAMENTO,logro_educativo,alfabetismo,inasistencia_escolar,rezago_escolar,atencion_integral,trabajo_infantil,empleo_formal,desempleo_larga_duracion,barreras_acceso_salud,aseguramiento_salud,hacinamiento,paredes,pisos,alcantarillado,acueducto,P8526,P8530,P1075,P1077S21,P1077S22,P1077S23,POBRE
0.24,2,1,1,Bolívar,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.1,5,4,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.05,4,2,1,Sucre,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Pozo con bomba,Sí,No,Sí,No,No
0.0,1,1,1,Sucre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.1,5,3,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.3,4,3,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.27,4,1,1,Bolívar,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sin servivio,Rio,No,No,No,No,No
0.0,2,1,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,Sí,Sí,No
0.24,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin conexión,Acu publi,No,Sí,No,No,No
0.14,1,1,1,Bolívar,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.05,4,2,1,Sucre,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,Sí,No
0.14,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.19,2,1,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.24,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.38,2,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Pozo con bomba,No,No,No,No,Sí
0.3,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.2,3,2,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Aguatero,No,No,No,No,No
0.3,2,2,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,1,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.19,5,1,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.04,3,3,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,Sí,No,No
0.2,1,1,1,Sucre,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Aguatero,No,No,No,No,No
0.14,3,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,Sí,No,No
0.34,2,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.14,3,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,No,No,No,No
0.1,3,3,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.14,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.4,2,2,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.35,6,2,1,Sucre,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Letrina,Acu comunal,No,No,No,No,Sí
0.38,2,1,1,Sucre,Sí,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.1,1,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.3,2,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.42,4,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sin conexión,Rio,No,No,No,No,Sí
0.39,3,2,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Letrina,Acu comunal,No,No,No,No,Sí
0.28,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,No,Sí,Inod a pozo séptico,Rio,No,No,No,No,No
0.35,3,1,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.3,5,3,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.48,2,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Sin servivio,Pozo con bomba,No,No,No,No,Sí
0.29,4,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Pozo con bomba,No,No,No,No,No
0.05,4,2,1,Sucre,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.37,6,1,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,Inod a pozo séptico,Acu comunal,Sí,No,Sí,No,Sí
0.1,3,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.14,2,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Letrina,Acu comunal,No,No,No,No,No
0.1,3,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.24,1,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Pozo con bomba,No,No,No,No,No
0.34,6,2,1,Sucre,Sí,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Pozo con bomba,Sí,No,No,No,Sí
0.2,4,2,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.33,2,1,1,Sucre,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.49,6,5,1,Bolívar,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,Sí,Inod a pozo séptico,Rio,No,No,No,No,Sí
0.33,7,3,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,Sí,No,No,No,No
0.25,4,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Pozo con bomba,Sí,No,No,No,No
0.44,2,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.52,2,1,1,Bolívar,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sin conexión,Rio,No,No,No,No,Sí
0.44,5,2,1,Sucre,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,Sí
0.33,4,2,1,Sucre,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,Sí,No,Bajamar,Acu comunal,No,No,No,No,No
0.28,3,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.28,1,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,No,Sin servivio,Acu comunal,Sí,No,No,No,No
0.41,5,1,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sin servivio,Acu comunal,Sí,No,No,No,Sí
0.28,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Pozo con bomba,No,No,No,No,No
0.28,6,2,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Pozo con bomba,Sí,No,No,No,No
0.48,3,2,1,Sucre,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,Sí,No,No,No,Sí
0.25,4,2,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.3,2,2,1,Córdoba,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.19,3,1,1,Sucre,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,2,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.29,3,2,1,Bolívar,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Rio,Sí,No,No,No,No
0.1,4,3,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,Sí,No
0.34,4,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,Sí
0.1,2,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.2,3,3,1,Sucre,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.14,3,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.25,5,2,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.0,4,3,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.0,1,1,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.31,6,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.3,1,1,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.2,2,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.19,5,3,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin conexión,Acu publi,No,No,Sí,No,No
0.28,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.23,6,3,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,Sí,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.24,3,3,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.24,5,3,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.09,4,3,1,Bolívar,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.09,5,3,1,Bolívar,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu comunal,Sí,No,No,Sí,No
0.28,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Letrina,Acu publi,No,No,Sí,No,No
0.3,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.29,4,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Letrina,Acu publi,No,No,Sí,No,No
0.29,3,2,1,Bolívar,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sin conexión,Acu publi,No,No,No,No,No
0.29,4,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.29,8,2,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.2,5,3,1,Córdoba,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,3,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.2,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.2,1,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.24,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.39,2,1,1,Sucre,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,Sí
0.3,2,1,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.38,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.52,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.3,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.45,3,2,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,Sí
0.04,4,2,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.33,3,1,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.24,3,2,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.35,3,1,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.3,3,2,1,Sucre,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,4,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.51,4,1,1,Bolívar,Sí,No,No,Sí,No,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sin servivio,Agua lluvia,No,No,No,No,Sí
0.18,4,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Carrotanque,No,No,No,No,No
0.28,2,2,1,Bolívar,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Carrotanque,No,No,Sí,No,No
0.33,2,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Carrotanque,No,No,No,No,No
0.25,3,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.18,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sin conexión,Carrotanque,No,No,No,No,No
0.18,4,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sin servivio,Agua lluvia,No,No,No,No,No
0.27,3,1,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Inod a pozo séptico,Carrotanque,No,No,No,No,No
0.35,3,1,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,Sí
0.37,3,1,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sin servivio,Agua lluvia,No,No,No,No,Sí
0.2,1,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.1,3,3,1,Sucre,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.14,3,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.15,5,2,1,Sucre,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.28,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Carrotanque,No,No,No,No,No
0.42,3,1,1,Bolívar,No,No,Sí,Sí,No,No,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Inod a pozo séptico,Carrotanque,No,No,No,No,Sí
0.35,7,3,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,Sí
0.0,2,3,1,Sucre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,Sí,No,No
0.24,6,2,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.48,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.1,3,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.2,4,3,1,Sucre,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,Sí,No,No,No
0.0,4,3,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,Sí,No,No
0.0,3,2,1,Sucre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.4,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.1,3,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,Sí,No,No
0.14,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin conexión,Acu publi,No,Sí,Sí,No,No
0.1,1,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,2,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.1,2,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.25,3,3,1,Bolívar,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.1,2,2,1,Bolívar,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.05,2,1,1,Bolívar,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.4,2,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.2,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.24,2,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.15,5,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.15,4,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.15,7,3,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.2,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.25,4,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.15,4,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,Sí,No
0.45,3,2,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.24,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Carrotanque,No,No,No,No,No
0.05,4,3,1,Bolívar,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.0,2,1,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.05,3,3,1,Bolívar,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.14,2,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.15,3,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.3,4,3,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.4,1,1,1,Córdoba,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,Sí
0.1,2,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,1,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,No,No,No,No
0.15,3,2,1,Córdoba,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,2,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.35,6,3,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,Sí,Sí
0.15,5,3,1,Córdoba,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.2,3,2,1,Córdoba,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.34,2,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.14,3,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.3,2,1,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.25,8,4,1,Córdoba,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
